parent_company,name,postal_code,address,latitude,longitude,stars_fair,stars,review_count,categories,RestaurantsReservations,RestaurantsPriceRange2,NoiseLevel,OutdoorSeating,ByAppointmentOnly,DietaryRestrictions,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
Dhanti Investments Ltd,Subway,V6B 6A1,260 Robson Street,49.2784996,-123.115715,2.357142857142857,2.0,9,"Restaurants, Sandwiches, Fast Food",False,1.0,,,,,7:0-23:0,7:0-23:0,7:0-23:0,7:0-23:0,7:0-23:0,8:0-22:0,9:0-22:0
Robertson Hospitality Ltd,The Red Accordion,V6G 1A6,1616 Alberni Street,49.29025,-123.131768,4.655172413793103,5.0,24,"Restaurants, Bars, Tapas/Small Plates, Nightlife, Cocktail Bars",True,2.0,,,,,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0
Dong Tai Xiang Food & Beverage Management Ltd,Dong Tai Xiang Shanghai Dim Sum,V5Z 2W4,3250 Cambie Street,49.256271000000005,-123.1148358,3.0,3.0,36,"Dim Sum, Chinese, Restaurants",,2.0,,,,,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0
Gurkha Himalayan Kitchen Ltd,Gurkha Himalayan Kitchen,V6E 1N2,1141 Davie Street,49.2811653,-123.1320997,3.971264367816092,4.0,169,"Himalayan/Nepalese, Restaurants",True,2.0,u'average',True,,,16:0-22:0,16:0-22:0,16:0-22:0,16:0-22:0,16:0-23:0,16:0-23:0,16:0-22:0
SS9 Investments Inc,White Spot,V6Z 2W6,718 Drake Street,49.276139219,-123.128192383,3.0,3.0,71,"American (Traditional), Canadian (New), Burgers, Restaurants, Breakfast & Brunch",True,2.0,u'loud',False,,,7:0-23:0,7:0-23:0,7:0-23:0,7:0-23:0,7:0-0:0,7:0-0:0,7:0-23:0
Magnet Holdings Inc,The Magnet,V6B 1T3,309 W Pender Street,49.2824808,-123.11108670000002,4.03125,4.5,11,"Beer Bar, Tapas/Small Plates, Restaurants, Cocktail Bars, Nightlife, Bars",,,,,,,16:0-23:30,16:0-23:30,16:0-23:30,16:0-23:30,15:0-23:30,15:0-23:30,15:0-23:30
The Pearson Restaurant Group Ltd,Absinthe Bistro,V5L 3W7,952 Commercial Drive,49.27607,-123.0692457,4.44140625,4.5,123,"Cafes, French, Modern European, Desserts, Food, Restaurants, Bistros",True,3.0,u'average',True,,,,,17:0-21:30,17:0-21:30,17:0-21:30,17:0-21:30,17:0-21:30
1199410 BC Ltd,Egg & Co,V5V 4G1,4245 Fraser Street,49.247157,-123.0904601,3.4431818181818183,3.5,39,"Breakfast & Brunch, Restaurants",False,2.0,,True,,,9:0-15:0,8:0-15:0,,8:0-15:0,8:0-15:0,9:0-15:0,9:0-15:0
1199842 BC Ltd,Subway,V6H 1G6,1288 W Broadway,49.263344200000006,-123.1329176,2.0357142857142856,1.5,9,"Sandwiches, Fast Food, Salad, Restaurants",,,u'quiet',,,,9:0-22:0,9:0-22:0,9:0-22:0,9:0-22:0,9:0-22:0,10:0-21:0,10:0-21:0
Flamingo Steak & Pizza House Ltd,Little Bird Dim Sum,V6K 1R4,2958 W 4th Avenue,49.2683013,-123.1715524,3.45,3.5,45,"Restaurants, Dim Sum, Bars, Beer Bar, Chinese, Nightlife, Tapas/Small Plates",True,2.0,,True,,,0:0-0:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0
Kaisereck Delicattessen Inc,Kaisereck Deli,V6H 3R9,114 - 1689 Johnston St,49.2727209,-123.1355203,3.0,3.0,44,"Delis, Hot Dogs, Sandwiches, Restaurants",False,1.0,u'loud',True,,,,,,,,,
631644 British Columbia Ltd,Tutto,V6B 2W6,901 Homer St,49.2784079,-123.1187385,4.285714285714286,5.0,9,"Restaurants, Italian, Nightlife, Bars",,,,,,,17:0-22:30,17:0-22:30,17:0-22:30,17:0-22:30,17:0-22:30,17:0-22:30,
J2 Enterprise Inc,Sushi High,V5M 2A1,3311 E Broadway,49.2620355325,-123.0332064629,3.488151658767773,3.5,206,"Restaurants, Japanese, Sushi Bars",True,2.0,u'average',False,,,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:0
Lotus & Fan Yang Holdings Inc,Caffe Artigiano,V6M 1Z1,2154 W 41st Avenue,49.2344246,-123.1573071,3.0,3.0,45,"Food, Coffee & Tea, Restaurants",False,2.0,u'average',True,,,5:30-18:0,5:30-18:0,5:30-18:0,5:30-18:0,5:30-18:0,6:0-18:0,6:0-18:0
Royal View Enterprises Ltd,Noodle Arts,V6G 1C9,1739 Robson Street,49.2910293,-123.134417,3.909090909090909,4.0,50,"Chinese, Noodles, Restaurants",True,2.0,,False,,,11:0-21:0,17:0-21:0,17:0-21:0,,11:0-21:0,11:0-21:0,11:0-21:0
Hanoi House Vietnamese Restaurant Ltd,Got Pho,V5N 5E6,2523 Nanaimo Street,49.2618062,-123.0568336,3.45,3.5,45,"Restaurants, Vietnamese",False,1.0,u'quiet',False,,,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0
Hoang L Nguyen (Hoang Nguyen),Viet Flavour Restaurant,V6J 1Y9,1822 W Broadway,49.2635596,-123.1464248,4.1875,4.5,19,"Vietnamese, Restaurants",,,,,,,11:30-20:0,11:30-20:0,11:30-20:0,11:30-20:0,11:30-20:0,11:30-20:0,
1328292 BC Ltd,Irori Sushi,V6R 1P1,3692 W 4th Avenue,49.2683828,-123.1853562,3.907407407407408,4.0,49,"Sushi Bars, Restaurants",True,2.0,u'quiet',False,,,11:30-21:30,,11:30-21:30,11:30-21:30,11:30-22:0,12:0-22:0,16:0-21:30
1347429 BC Ltd,Ki-Isu Japanese Restaurant,V6Z 2R6,1275 Pacific Boulevard,49.2737153,-123.1234768,3.477477477477477,3.5,106,"Japanese, Restaurants, Sushi Bars",True,2.0,u'average',True,,,11:30-21:15,11:30-21:15,11:30-21:15,11:30-21:15,11:30-21:15,11:30-21:15,11:30-21:15
Pattison Food Group Ltd,Urban Fare,V6Z 2Y1,177 Davie Street,49.2735448943,-123.1205606461,3.4817518248175183,3.5,132,"Florists, Grocery, Flowers & Gifts, Food, Specialty Food, Shopping",,3.0,,,,,6:0-23:0,6:0-23:0,6:0-23:0,6:0-23:0,6:0-23:0,6:0-23:0,6:0-23:0
Mizu Sushi Restaurant Inc,Mogu Fried Chicken,V5L 3W9,1012 Commercial Drive,49.2756074484,-123.0693264306,4.0588235294117645,4.5,12,"Chicken Shop, Japanese, Restaurants, Food Trucks, Food",,,,,,,,11:30-21:0,11:30-21:0,11:30-21:0,11:30-22:0,11:30-22:0,11:30-21:0
Floata Seafood Restaurant (Chinatown) Ltd,Floata Seafood Restaurant,V6A 4E9,180 Keefer Street,49.279104700000005,-123.1007624,2.513227513227513,2.5,184,"Seafood, Restaurants, Chinese, Dim Sum",True,2.0,u'average',False,,,8:0-22:0,8:0-22:0,8:0-22:0,8:0-22:0,8:0-22:0,8:0-22:0,8:0-22:0
1459071 BC Ltd,Harbour Oyster + Bar,V5L 3X9,1408 Commercial Drive,49.2718946139,-123.0691815913,3.886363636363636,4.0,39,"Fish & Chips, Nightlife, Seafood, Bars, Restaurants, Cocktail Bars",False,2.0,,,False,,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-1:0,11:0-1:0
